interaction_id,customer_id,product_id,interaction_type,rating,category,price,date
I014629,C0306,P0230,purchase,5,Home & Kitchen,161.59,2023-11-14
I014630,C0306,P0455,view,0,Grocery,4131.99,2025-05-01
I014631,C0306,P0279,purchase,5,Sports,2478.08,2025-06-29
I014632,C0306,P0436,view,0,Grocery,1823.51,2023-08-29
I014633,C0306,P0340,cart,0,Beauty,394.02,2024-02-16
I014634,C0306,P0369,view,0,Toys,241.02,2025-02-18
I014635,C0306,P0077,purchase,5,Books,1639.97,2025-03-19
I014636,C0306,P0090,purchase,4,Books,424.82,2023-06-14
I014637,C0306,P0304,view,0,Beauty,323.69,2025-01-07
I014638,C0306,P0081,purchase,5,Books,1864.97,2024-07-08
I014639,C0306,P0094,purchase,5,Books,4052.29,2024-06-09
I014640,C0306,P0260,cart,0,Sports,859.89,2025-05-18
I014641,C0306,P0136,view,0,Clothing,208.77,2024-10-06
I014642,C0306,P0073,view,0,Books,245.59,2023-11-24
I014643,C0306,P0086,view,0,Books,561.24,2025-04-24
I014644,C0306,P0364,purchase,5,Toys,3553.16,2023-12-08
I014645,C0306,P0396,purchase,5,Toys,1674.45,2023-10-29
I014646,C0306,P0019,view,0,Electronics,1200.17,2024-08-15
I014647,C0306,P0353,cart,0,Toys,2368.55,2023-10-12
I014648,C0306,P0192,purchase,1,Home & Kitchen,5596.44,2025-05-21
I014649,C0306,P0132,purchase,1,Clothing,1672.76,2024-11-30
I014650,C0306,P0386,view,0,Toys,2563.19,2025-06-23
I014651,C0306,P0192,cart,0,Home & Kitchen,5596.44,2023-05-06
I014652,C0306,P0124,view,0,Clothing,1624.29,2023-06-29
I014653,C0306,P0383,purchase,5,Toys,5008.16,2023-03-01
I014654,C0306,P0383,purchase,5,Toys,5008.16,2023-05-11
I014655,C0306,P0199,view,0,Home & Kitchen,2594.47,2024-11-20
I014656,C0306,P0259,purchase,3,Sports,1889.84,2024-08-10
I014657,C0306,P0200,purchase,1,Home & Kitchen,1451.59,2025-01-01
I014658,C0306,P0393,cart,0,Toys,3972.37,2024-10-10
I014659,C0306,P0116,purchase,1,Books,1902.52,2024-12-06
I014660,C0306,P0021,purchase,3,Electronics,4306.64,2025-05-30
I014661,C0306,P0213,view,0,Home & Kitchen,2453.01,2023-07-15
I014662,C0306,P0184,purchase,4,Home & Kitchen,5324.36,2025-02-22
I014663,C0307,P0147,purchase,2,Clothing,1586.1,2025-03-01
I014664,C0307,P0427,cart,0,Grocery,480.26,2023-03-09
I014665,C0307,P0042,view,0,Electronics,439.47,2024-02-29
I014666,C0307,P0419,purchase,3,Grocery,2827.63,2023-06-25
I014667,C0307,P0143,view,0,Clothing,247.81,2024-08-27
I014668,C0307,P0262,purchase,3,Sports,380.1,2024-04-24
I014669,C0307,P0355,purchase,4,Toys,400.54,2025-04-19
I014670,C0307,P0356,view,0,Toys,2129.37,2023-11-29
I014671,C0307,P0449,purchase,2,Grocery,548.0,2024-10-22
I014672,C0307,P0016,cart,0,Electronics,1823.53,2023-02-18
I014673,C0307,P0371,view,0,Toys,3805.75,2023-05-03
I014674,C0307,P0408,purchase,1,Grocery,2292.3,2023-06-11
I014675,C0307,P0332,purchase,1,Beauty,867.15,2024-08-29
I014676,C0307,P0448,purchase,5,Grocery,2654.35,2023-11-21
I014677,C0307,P0176,view,0,Clothing,1370.1,2024-04-22
I014678,C0307,P0382,purchase,1,Toys,770.71,2024-09-25
I014679,C0307,P0366,view,0,Toys,388.23,2024-11-30
I014680,C0307,P0014,purchase,5,Electronics,5154.95,2025-04-18
I014681,C0307,P0307,view,0,Beauty,133.94,2023-11-07
I014682,C0307,P0131,view,0,Clothing,1061.18,2024-01-31
I014683,C0307,P0290,cart,0,Beauty,2469.0,2024-11-30
I014684,C0307,P0420,purchase,5,Grocery,291.33,2023-05-31
I014685,C0307,P0352,purchase,4,Toys,622.2,2023-05-14
I014686,C0307,P0335,purchase,5,Beauty,1648.23,2025-04-16
I014687,C0307,P0363,purchase,1,Toys,268.05,2024-01-20
I014688,C0307,P0290,view,0,Beauty,2469.0,2023-03-08
I014689,C0307,P0206,view,0,Home & Kitchen,2941.16,2024-05-12
I014690,C0307,P0163,view,0,Clothing,8355.63,2023-06-14
I014691,C0307,P0370,cart,0,Toys,838.71,2024-02-10
I014692,C0307,P0389,view,0,Toys,178.46,2023-10-08
I014693,C0307,P0177,purchase,3,Clothing,286.54,2023-08-08
I014694,C0307,P0020,purchase,5,Electronics,146.72,2022-12-31
I014695,C0307,P0300,purchase,2,Beauty,1272.7,2023-04-05
I014696,C0307,P0321,purchase,5,Beauty,913.31,2023-04-01
I014697,C0307,P0243,view,0,Sports,1174.17,2023-09-23
I014698,C0307,P0159,view,0,Clothing,1597.85,2024-07-01
I014699,C0307,P0423,purchase,5,Grocery,5314.63,2024-11-30
I014700,C0307,P0245,purchase,1,Sports,515.54,2025-03-13
I014701,C0307,P0395,cart,0,Toys,675.51,2023-07-20
I014702,C0307,P0354,purchase,1,Toys,1101.48,2023-09-20
I014703,C0307,P0392,purchase,1,Toys,291.64,2023-09-27
I014704,C0307,P0418,purchase,2,Grocery,7193.17,2023-12-06
I014705,C0307,P0126,cart,0,Clothing,172.34,2023-09-30
I014706,C0307,P0403,cart,0,Grocery,7058.85,2025-01-24
I014707,C0307,P0375,view,0,Toys,364.13,2024-12-09
I014708,C0307,P0313,purchase,5,Beauty,1196.33,2024-04-21
I014709,C0307,P0302,purchase,5,Beauty,485.9,2023-12-20
I014710,C0307,P0145,purchase,3,Clothing,134.32,2024-08-16
I014711,C0307,P0299,purchase,3,Beauty,2008.64,2024-08-26
I014712,C0307,P0166,view,0,Clothing,1543.36,2024-03-07
I014713,C0307,P0421,view,0,Grocery,472.63,2023-09-20
I014714,C0307,P0327,cart,0,Beauty,933.75,2023-02-21
I014715,C0307,P0142,purchase,1,Clothing,461.32,2024-07-02
I014716,C0307,P0066,purchase,1,Books,1175.45,2024-04-03
I014717,C0307,P0368,view,0,Toys,754.14,2024-08-12
I014718,C0307,P0361,view,0,Toys,1133.0,2023-06-13
I014719,C0307,P0159,view,0,Clothing,1597.85,2025-02-09
I014720,C0307,P0077,purchase,5,Books,1639.97,2023-11-20
I014721,C0307,P0374,view,0,Toys,461.99,2024-10-11
I014722,C0307,P0133,purchase,5,Clothing,1611.17,2023-10-09
I014723,C0307,P0413,purchase,3,Grocery,272.9,2023-11-10
I014724,C0307,P0376,cart,0,Toys,1127.86,2024-01-13
I014725,C0307,P0422,purchase,5,Grocery,2723.82,2023-09-11
I014726,C0307,P0451,view,0,Grocery,283.68,2025-05-17
I014727,C0307,P0154,view,0,Clothing,810.57,2023-02-27
I014728,C0307,P0268,purchase,2,Sports,350.5,2024-11-05
I014729,C0307,P0172,purchase,2,Clothing,745.68,2023-10-27
I014730,C0307,P0034,cart,0,Electronics,1441.15,2025-06-01
I014731,C0307,P0172,cart,0,Clothing,745.68,2023-08-01
I014732,C0307,P0201,view,0,Home & Kitchen,1361.75,2024-03-15
I014733,C0307,P0084,purchase,4,Books,2936.93,2024-03-06
I014734,C0307,P0420,view,0,Grocery,291.33,2024-10-25
I014735,C0307,P0140,purchase,1,Clothing,1574.01,2023-09-20
I014736,C0307,P0385,view,0,Toys,4860.24,2025-05-07
I014737,C0307,P0034,cart,0,Electronics,1441.15,2023-04-12
I014738,C0307,P0014,view,0,Electronics,5154.95,2023-08-10
I014739,C0307,P0454,cart,0,Grocery,5043.93,2024-11-26
I014740,C0307,P0054,cart,0,Electronics,524.29,2023-04-03
I014741,C0307,P0386,view,0,Toys,2563.19,2023-04-07
I014742,C0307,P0343,view,0,Beauty,5030.11,2023-09-02
I014743,C0307,P0213,purchase,2,Home & Kitchen,2453.01,2025-02-04
I014744,C0307,P0017,purchase,5,Electronics,151.49,2023-10-17
I014745,C0307,P0150,purchase,3,Clothing,1385.77,2023-04-24
I014746,C0307,P0425,purchase,4,Grocery,855.87,2024-08-29
I014747,C0307,P0426,purchase,5,Grocery,8512.71,2023-05-31
I014748,C0307,P0339,view,0,Beauty,1454.98,2025-03-14
I014749,C0307,P0322,view,0,Beauty,1402.35,2024-01-31
I014750,C0307,P0178,view,0,Clothing,1813.03,2024-11-10
I014751,C0307,P0389,cart,0,Toys,178.46,2025-04-02
I014752,C0307,P0419,view,0,Grocery,2827.63,2025-04-04
I014753,C0307,P0377,cart,0,Toys,1563.59,2024-09-20
I014754,C0307,P0288,purchase,1,Beauty,285.47,2023-02-18
I014755,C0307,P0353,purchase,2,Toys,2368.55,2024-06-03
I014756,C0307,P0113,purchase,4,Books,692.24,2024-01-10
I014757,C0307,P0453,purchase,1,Grocery,598.74,2024-12-31
I014758,C0307,P0436,purchase,5,Grocery,1823.51,2024-06-29
I014759,C0307,P0442,purchase,5,Grocery,3128.43,2023-10-26
I014760,C0307,P0080,view,0,Books,106.61,2024-06-10
I014761,C0307,P0358,purchase,1,Toys,920.5,2025-03-10
I014762,C0307,P0359,view,0,Toys,381.53,2025-05-27
I014763,C0307,P0158,cart,0,Clothing,4811.9,2023-03-05
I014764,C0307,P0414,purchase,5,Grocery,468.34,2024-03-31
I014765,C0307,P0391,cart,0,Toys,1357.8,2024-01-10
I014766,C0307,P0375,purchase,5,Toys,364.13,2023-03-31
I014767,C0307,P0013,purchase,5,Electronics,997.12,2025-03-05
I014768,C0307,P0453,purchase,1,Grocery,598.74,2025-04-28
I014769,C0307,P0374,view,0,Toys,461.99,2024-12-03
I014770,C0307,P0446,purchase,3,Grocery,3267.83,2023-10-23
I014771,C0307,P0038,view,0,Electronics,935.72,2023-10-10
I014772,C0307,P0368,view,0,Toys,754.14,2024-09-28
I014773,C0307,P0381,cart,0,Toys,1878.67,2024-05-20
I014774,C0307,P0029,view,0,Electronics,431.55,2025-06-17
I014775,C0307,P0029,purchase,5,Electronics,431.55,2025-01-21
I014776,C0307,P0385,purchase,5,Toys,4860.24,2025-01-24
I014777,C0307,P0394,cart,0,Toys,2478.62,2024-05-28
I014778,C0307,P0428,view,0,Grocery,152.23,2023-12-22
I014779,C0307,P0388,cart,0,Toys,1107.33,2023-11-14
I014780,C0307,P0125,cart,0,Clothing,1311.35,2025-03-24
I014781,C0307,P0446,purchase,4,Grocery,3267.83,2024-10-06
I014782,C0307,P0132,view,0,Clothing,1672.76,2023-04-13
I014783,C0307,P0377,view,0,Toys,1563.59,2024-10-16
I014784,C0307,P0291,cart,0,Beauty,2128.06,2024-11-17
I014785,C0307,P0054,purchase,5,Electronics,524.29,2025-02-27
I014786,C0307,P0433,purchase,2,Grocery,594.66,2024-11-03
I014787,C0307,P0331,purchase,5,Beauty,1224.05,2023-02-26
I014788,C0307,P0040,cart,0,Electronics,1341.68,2023-01-31
I014789,C0307,P0166,purchase,3,Clothing,1543.36,2023-06-19
I014790,C0307,P0386,purchase,5,Toys,2563.19,2025-04-29
I014791,C0307,P0349,purchase,4,Toys,2714.37,2024-04-11
I014792,C0307,P0115,purchase,2,Books,2866.96,2023-05-29
I014793,C0307,P0318,cart,0,Beauty,1082.31,2023-01-06
I014794,C0307,P0144,view,0,Clothing,1698.46,2024-03-27
I014795,C0307,P0289,purchase,5,Beauty,2066.05,2023-07-24
I014796,C0307,P0147,purchase,2,Clothing,1586.1,2024-03-23
I014797,C0307,P0260,purchase,2,Sports,859.89,2025-05-10
I014798,C0307,P0407,purchase,1,Grocery,1402.96,2024-12-10
I014799,C0307,P0108,purchase,1,Books,717.72,2023-09-30
I014800,C0307,P0001,purchase,5,Electronics,2487.45,2024-06-04
I014801,C0307,P0072,view,0,Books,1189.48,2023-03-26
I014802,C0307,P0407,view,0,Grocery,1402.96,2024-08-14
I014803,C0307,P0175,purchase,5,Clothing,1116.76,2024-04-10
I014804,C0307,P0380,purchase,3,Toys,217.46,2024-05-20
I014805,C0307,P0014,purchase,5,Electronics,5154.95,2023-06-29
I014806,C0307,P0067,cart,0,Books,250.68,2024-03-09
I014807,C0307,P0318,purchase,3,Beauty,1082.31,2025-05-05
I014808,C0307,P0375,purchase,5,Toys,364.13,2023-07-09
I014809,C0307,P0392,cart,0,Toys,291.64,2023-05-31
I014810,C0307,P0355,view,0,Toys,400.54,2024-09-16
I014811,C0307,P0384,purchase,1,Toys,984.9,2023-08-31
I014812,C0307,P0079,view,0,Books,112.86,2024-12-07
I014813,C0307,P0359,purchase,5,Toys,381.53,2024-02-14
I014814,C0307,P0178,purchase,2,Clothing,1813.03,2025-01-18
I014815,C0307,P0429,cart,0,Grocery,242.92,2025-02-11
I014816,C0307,P0348,purchase,4,Toys,2650.04,2025-05-02
I014817,C0307,P0299,cart,0,Beauty,2008.64,2024-04-21
I014818,C0307,P0325,purchase,3,Beauty,3054.96,2023-11-08
I014819,C0307,P0404,view,0,Grocery,1228.15,2024-04-13
I014820,C0307,P0005,view,0,Electronics,186.1,2024-05-19
I014821,C0307,P0413,view,0,Grocery,272.9,2023-10-05
I014822,C0307,P0013,purchase,5,Electronics,997.12,2024-12-27
I014823,C0307,P0328,purchase,3,Beauty,443.38,2023-09-29
I014824,C0307,P0267,purchase,1,Sports,1513.8,2023-12-24
I014825,C0307,P0162,view,0,Clothing,242.46,2023-03-02
I014826,C0307,P0057,purchase,1,Electronics,178.28,2024-08-14
I014827,C0307,P0055,view,0,Electronics,635.9,2023-01-04
I014828,C0307,P0380,view,0,Toys,217.46,2023-09-03
I014829,C0307,P0050,purchase,3,Electronics,1244.64,2023-04-28
I014830,C0307,P0252,purchase,5,Sports,813.09,2024-10-09
I014831,C0307,P0447,view,0,Grocery,711.22,2025-01-12
I014832,C0307,P0005,cart,0,Electronics,186.1,2023-03-11
I014833,C0307,P0427,purchase,2,Grocery,480.26,2023-01-16
I014834,C0307,P0340,cart,0,Beauty,394.02,2025-02-20
I014835,C0307,P0071,view,0,Books,1717.14,2023-01-12
I014836,C0307,P0051,purchase,5,Electronics,569.86,2025-05-20
I014837,C0307,P0197,view,0,Home & Kitchen,228.56,2025-06-26
I014838,C0307,P0239,purchase,4,Sports,793.18,2023-12-29
I014839,C0307,P0240,purchase,5,Sports,2239.4,2023-10-23
I014840,C0307,P0041,purchase,4,Electronics,529.11,2025-02-15
I014841,C0307,P0215,purchase,5,Home & Kitchen,1628.82,2024-03-05
I014842,C0307,P0446,purchase,3,Grocery,3267.83,2024-09-03
I014843,C0307,P0407,cart,0,Grocery,1402.96,2023-03-06
I014844,C0307,P0087,purchase,5,Books,5886.22,2024-06-14
I014845,C0307,P0401,cart,0,Grocery,1200.48,2023-05-05
I014846,C0307,P0251,purchase,1,Sports,2151.32,2024-01-08
I014847,C0307,P0425,view,0,Grocery,855.87,2024-05-24
I014848,C0307,P0275,purchase,1,Sports,5128.76,2024-09-27
I014849,C0307,P0029,purchase,5,Electronics,431.55,2024-08-11
I014850,C0307,P0122,view,0,Books,354.18,2024-10-29
I014851,C0307,P0132,cart,0,Clothing,1672.76,2023-12-01
I014852,C0307,P0197,purchase,5,Home & Kitchen,228.56,2024-03-12
I014853,C0307,P0202,view,0,Home & Kitchen,902.75,2024-01-14
I014854,C0307,P0142,purchase,1,Clothing,461.32,2024-02-06
I014855,C0307,P0293,purchase,5,Beauty,2360.49,2023-05-29
I014856,C0307,P0426,cart,0,Grocery,8512.71,2025-02-13
I014857,C0307,P0184,view,0,Home & Kitchen,5324.36,2023-07-30
I014858,C0307,P0004,cart,0,Electronics,1477.62,2023-01-24
I014859,C0307,P0262,view,0,Sports,380.1,2024-09-09
I014860,C0307,P0367,view,0,Toys,876.23,2023-04-12
I014861,C0307,P0267,cart,0,Sports,1513.8,2023-02-14
I014862,C0307,P0215,purchase,5,Home & Kitchen,1628.82,2023-08-26
I014863,C0307,P0404,purchase,5,Grocery,1228.15,2024-12-20
I014864,C0307,P0210,purchase,1,Home & Kitchen,132.65,2023-07-25
I014865,C0307,P0398,purchase,5,Toys,1232.38,2025-03-05
I014866,C0307,P0257,cart,0,Sports,236.99,2023-06-19
I014867,C0307,P0256,cart,0,Sports,781.04,2025-02-18
I014868,C0307,P0249,cart,0,Sports,2434.06,2024-12-19
I014869,C0307,P0191,view,0,Home & Kitchen,489.87,2023-09-01
I014870,C0307,P0361,cart,0,Toys,1133.0,2024-02-09
I014871,C0307,P0358,cart,0,Toys,920.5,2024-11-02
I014872,C0307,P0087,cart,0,Books,5886.22,2023-11-07
I014873,C0307,P0223,purchase,3,Home & Kitchen,1020.88,2023-05-08
I014874,C0307,P0142,view,0,Clothing,461.32,2023-09-18
I014875,C0307,P0071,purchase,1,Books,1717.14,2023-02-15
I014876,C0307,P0049,purchase,1,Electronics,3056.02,2024-06-17
I014877,C0307,P0390,view,0,Toys,1933.1,2024-04-04
I014878,C0307,P0176,view,0,Clothing,1370.1,2024-02-01
I014879,C0307,P0317,view,0,Beauty,3884.89,2024-05-04
I014880,C0307,P0151,cart,0,Clothing,530.56,2023-01-23
I014881,C0307,P0296,view,0,Beauty,813.21,2024-04-07
I014882,C0307,P0205,view,0,Home & Kitchen,1418.76,2025-01-13
I014883,C0307,P0185,view,0,Home & Kitchen,465.57,2025-05-03
I014884,C0307,P0150,view,0,Clothing,1385.77,2025-06-22
I014885,C0307,P0123,purchase,5,Books,246.86,2025-02-20
I014886,C0307,P0146,purchase,2,Clothing,1126.88,2023-11-05
I014887,C0307,P0417,view,0,Grocery,3609.8,2023-08-18
I014888,C0307,P0123,purchase,5,Books,246.86,2023-01-19
I014889,C0307,P0075,view,0,Books,743.35,2023-09-21
I014890,C0307,P0007,purchase,4,Electronics,643.13,2025-05-16
I014891,C0307,P0040,purchase,5,Electronics,1341.68,2023-12-28
I014892,C0307,P0236,purchase,5,Sports,355.14,2024-11-08
I014893,C0307,P0110,purchase,5,Books,351.7,2024-05-31
I014894,C0307,P0349,cart,0,Toys,2714.37,2025-06-12
I014895,C0307,P0065,view,0,Books,690.7,2023-06-18
I014896,C0307,P0167,cart,0,Clothing,931.93,2023-11-08
I014897,C0307,P0062,view,0,Books,1604.76,2023-04-10
I014898,C0307,P0383,purchase,5,Toys,5008.16,2024-12-22
I014899,C0307,P0305,cart,0,Beauty,126.41,2023-03-21
I014900,C0307,P0034,cart,0,Electronics,1441.15,2024-10-26
I014901,C0307,P0346,view,0,Beauty,2926.08,2024-06-14
I014902,C0308,P0140,cart,0,Clothing,1574.01,2023-03-18
I014903,C0308,P0020,view,0,Electronics,146.72,2022-09-06
I014904,C0308,P0168,purchase,3,Clothing,2686.78,2023-04-30
I014905,C0308,P0163,cart,0,Clothing,8355.63,2024-11-21
I014906,C0308,P0174,purchase,1,Clothing,527.97,2022-02-27
I014907,C0308,P0007,view,0,Electronics,643.13,2022-01-28
I014908,C0308,P0192,purchase,5,Home & Kitchen,5596.44,2025-02-22
I014909,C0308,P0093,cart,0,Books,3323.72,2024-12-28
I014910,C0308,P0183,cart,0,Home & Kitchen,3871.1,2024-12-13
I014911,C0308,P0153,cart,0,Clothing,2183.68,2022-09-09
I014912,C0308,P0046,view,0,Electronics,3320.97,2022-05-14
I014913,C0308,P0120,cart,0,Books,404.62,2024-09-06
I014914,C0308,P0138,cart,0,Clothing,1794.94,2024-08-28
I014915,C0308,P0134,cart,0,Clothing,122.13,2023-09-17
I014916,C0308,P0230,purchase,1,Home & Kitchen,161.59,2024-03-21
I014917,C0308,P0046,view,0,Electronics,3320.97,2022-05-04
I014918,C0308,P0171,cart,0,Clothing,4512.25,2023-01-29
I014919,C0308,P0395,purchase,5,Toys,675.51,2022-03-19
I014920,C0308,P0143,view,0,Clothing,247.81,2022-06-19
I014921,C0308,P0230,purchase,1,Home & Kitchen,161.59,2023-04-25
I014922,C0308,P0431,purchase,1,Grocery,4772.51,2023-08-24
I014923,C0308,P0366,purchase,1,Toys,388.23,2022-11-11
I014924,C0308,P0403,cart,0,Grocery,7058.85,2022-12-08
I014925,C0308,P0170,purchase,1,Clothing,802.26,2023-02-11
I014926,C0308,P0074,view,0,Books,3312.72,2022-06-19
I014927,C0308,P0178,cart,0,Clothing,1813.03,2024-12-29
I014928,C0308,P0068,cart,0,Books,1192.94,2025-06-23
I014929,C0308,P0183,cart,0,Home & Kitchen,3871.1,2022-02-27
I014930,C0308,P0183,cart,0,Home & Kitchen,3871.1,2023-02-04
I014931,C0308,P0396,view,0,Toys,1674.45,2024-07-29
I014932,C0308,P0205,purchase,4,Home & Kitchen,1418.76,2024-04-17
I014933,C0308,P0083,view,0,Books,394.52,2022-06-08
I014934,C0308,P0173,cart,0,Clothing,2350.86,2023-09-30
I014935,C0308,P0311,view,0,Beauty,6382.76,2022-05-28
I014936,C0308,P0086,cart,0,Books,561.24,2022-01-20
I014937,C0308,P0180,view,0,Home & Kitchen,478.62,2024-08-30
I014938,C0308,P0186,view,0,Home & Kitchen,1580.51,2025-02-09
I014939,C0308,P0434,purchase,4,Grocery,550.16,2024-12-19
I014940,C0308,P0354,cart,0,Toys,1101.48,2023-09-13
I014941,C0308,P0136,purchase,5,Clothing,208.77,2022-10-04
I014942,C0308,P0386,purchase,4,Toys,2563.19,2022-07-26
I014943,C0308,P0168,view,0,Clothing,2686.78,2024-09-21
I014944,C0308,P0184,purchase,4,Home & Kitchen,5324.36,2024-05-29
I014945,C0308,P0158,purchase,1,Clothing,4811.9,2023-06-26
I014946,C0308,P0078,view,0,Books,2407.05,2025-01-10
I014947,C0308,P0452,purchase,5,Grocery,1263.75,2025-04-26
I014948,C0308,P0076,view,0,Books,3009.29,2023-04-15
I014949,C0308,P0074,purchase,5,Books,3312.72,2023-05-15
I014950,C0308,P0094,cart,0,Books,4052.29,2025-06-12
I014951,C0308,P0142,cart,0,Clothing,461.32,2025-06-04
I014952,C0308,P0252,cart,0,Sports,813.09,2023-10-20
I014953,C0308,P0189,cart,0,Home & Kitchen,268.34,2023-09-16
I014954,C0308,P0398,view,0,Toys,1232.38,2023-02-12
I014955,C0308,P0312,purchase,1,Beauty,2824.53,2022-09-19
I014956,C0308,P0157,cart,0,Clothing,3635.86,2023-02-08
I014957,C0308,P0258,cart,0,Sports,224.45,2023-02-22
I014958,C0308,P0011,view,0,Electronics,822.02,2022-08-31
I014959,C0308,P0032,purchase,5,Electronics,1563.45,2023-01-18
I014960,C0308,P0239,purchase,5,Sports,793.18,2023-04-22
I014961,C0308,P0110,purchase,4,Books,351.7,2024-08-13
I014962,C0308,P0163,purchase,5,Clothing,8355.63,2022-08-28
I014963,C0308,P0043,view,0,Electronics,612.21,2023-09-12
I014964,C0308,P0073,view,0,Books,245.59,2022-10-28
I014965,C0308,P0290,view,0,Beauty,2469.0,2023-11-16
I014966,C0308,P0201,purchase,1,Home & Kitchen,1361.75,2025-02-17
I014967,C0308,P0192,cart,0,Home & Kitchen,5596.44,2024-02-16
I014968,C0308,P0047,purchase,5,Electronics,759.78,2022-01-20
I014969,C0308,P0265,purchase,3,Sports,5261.75,2023-03-31
I014970,C0308,P0131,purchase,5,Clothing,1061.18,2022-10-01
I014971,C0308,P0429,view,0,Grocery,242.92,2022-10-26
I014972,C0308,P0277,view,0,Sports,202.22,2023-04-21
I014973,C0308,P0186,purchase,3,Home & Kitchen,1580.51,2025-06-27
I014974,C0309,P0402,view,0,Grocery,496.82,2025-05-26
I014975,C0309,P0180,view,0,Home & Kitchen,478.62,2024-11-26
I014976,C0309,P0197,cart,0,Home & Kitchen,228.56,2024-01-30
I014977,C0309,P0329,purchase,3,Beauty,810.56,2024-06-22
I014978,C0309,P0430,purchase,5,Grocery,577.16,2024-12-09
I014979,C0309,P0325,purchase,1,Beauty,3054.96,2024-03-03
I014980,C0309,P0266,purchase,1,Sports,1161.73,2025-06-20
I014981,C0309,P0340,cart,0,Beauty,394.02,2024-04-27
I014982,C0309,P0262,view,0,Sports,380.1,2024-09-11
I014983,C0309,P0320,cart,0,Beauty,526.98,2025-01-12
I014984,C0309,P0412,purchase,4,Grocery,126.05,2024-02-16
I014985,C0309,P0082,cart,0,Books,389.24,2023-11-02
I014986,C0309,P0201,view,0,Home & Kitchen,1361.75,2023-12-26
I014987,C0309,P0344,purchase,2,Beauty,443.09,2023-11-14
I014988,C0309,P0252,cart,0,Sports,813.09,2024-01-18
I014989,C0309,P0274,purchase,4,Sports,895.14,2024-12-02
I014990,C0309,P0335,view,0,Beauty,1648.23,2024-09-01
I014991,C0309,P0275,cart,0,Sports,5128.76,2024-03-15
I014992,C0309,P0423,view,0,Grocery,5314.63,2023-10-28
I014993,C0309,P0248,cart,0,Sports,728.94,2024-12-20
I014994,C0309,P0338,purchase,5,Beauty,493.14,2023-10-27
I014995,C0309,P0257,cart,0,Sports,236.99,2023-10-29
I014996,C0309,P0275,view,0,Sports,5128.76,2025-01-04
I014997,C0309,P0157,cart,0,Clothing,3635.86,2024-01-22
I014998,C0309,P0422,view,0,Grocery,2723.82,2023-09-06
I014999,C0309,P0237,purchase,1,Sports,585.27,2023-11-24
I015000,C0309,P0234,purchase,1,Sports,680.99,2023-11-15
I015001,C0309,P0146,cart,0,Clothing,1126.88,2025-03-17
I015002,C0309,P0271,cart,0,Sports,436.96,2023-08-07
I015003,C0309,P0255,purchase,5,Sports,505.19,2023-08-12
I015004,C0309,P0151,view,0,Clothing,530.56,2025-05-15
I015005,C0309,P0406,cart,0,Grocery,870.07,2025-01-17
I015006,C0309,P0137,purchase,5,Clothing,3127.35,2024-07-18
I015007,C0309,P0170,purchase,2,Clothing,802.26,2025-05-28
I015008,C0309,P0263,cart,0,Sports,2000.21,2023-12-24
I015009,C0309,P0039,view,0,Electronics,436.94,2025-01-03
I015010,C0309,P0107,purchase,1,Books,857.22,2025-05-17
I015011,C0309,P0119,purchase,5,Books,965.98,2024-10-05
I015012,C0309,P0052,purchase,1,Electronics,684.58,2024-04-23
I015013,C0309,P0111,purchase,5,Books,3052.51,2025-06-13
I015014,C0309,P0385,purchase,1,Toys,4860.24,2024-02-21
I015015,C0309,P0160,purchase,5,Clothing,696.73,2024-09-27
I015016,C0309,P0377,purchase,1,Toys,1563.59,2025-03-24
I015017,C0309,P0072,cart,0,Books,1189.48,2024-04-27
I015018,C0309,P0019,view,0,Electronics,1200.17,2024-10-22
I015019,C0309,P0187,purchase,5,Home & Kitchen,2102.98,2024-03-02
I015020,C0309,P0346,purchase,5,Beauty,2926.08,2024-12-09
I015021,C0309,P0425,purchase,2,Grocery,855.87,2023-11-18
I015022,C0309,P0116,purchase,1,Books,1902.52,2024-06-25
I015023,C0309,P0214,cart,0,Home & Kitchen,142.81,2024-08-31
I015024,C0309,P0238,view,0,Sports,1463.26,2024-06-15
I015025,C0310,P0454,purchase,4,Grocery,5043.93,2025-01-11
I015026,C0310,P0285,view,0,Sports,2164.17,2024-01-08
I015027,C0310,P0048,cart,0,Electronics,1663.87,2024-08-04
I015028,C0310,P0278,purchase,2,Sports,172.93,2024-09-13
I015029,C0310,P0194,cart,0,Home & Kitchen,1830.49,2023-12-28
I015030,C0310,P0353,cart,0,Toys,2368.55,2024-08-04
I015031,C0310,P0147,cart,0,Clothing,1586.1,2024-11-28
I015032,C0310,P0216,purchase,5,Home & Kitchen,318.92,2025-04-22
I015033,C0310,P0072,purchase,3,Books,1189.48,2025-04-02
I015034,C0310,P0050,cart,0,Electronics,1244.64,2025-04-24
I015035,C0310,P0109,purchase,5,Books,1394.12,2024-02-13
I015036,C0310,P0378,view,0,Toys,216.17,2024-06-05
I015037,C0310,P0384,cart,0,Toys,984.9,2024-02-12
I015038,C0310,P0231,purchase,1,Home & Kitchen,739.69,2024-11-15
I015039,C0310,P0058,purchase,2,Electronics,1608.12,2024-05-31
I015040,C0310,P0389,view,0,Toys,178.46,2024-05-05
I015041,C0310,P0409,purchase,1,Grocery,1207.85,2025-05-21
I015042,C0310,P0032,cart,0,Electronics,1563.45,2024-12-27
I015043,C0310,P0190,purchase,5,Home & Kitchen,411.61,2025-04-16
